run_id,configuration,model,node_count,target_tp,draft_tp,speculative_tokens,concurrency,repeat,request_id,prompt_id,started_at_utc,status_code,success,error,prompt_tokens,completion_tokens,ttft_s,latency_s,decode_s,request_output_tok_s
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q4,3,2026-09-13T21:35:44.263114+00:00,200,True,,63,200,0.93079,19.761311,18.830522,10.120786
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q28,3,2026-09-13T21:35:44.271618+00:00,200,True,,63,200,0.922788,19.753163,18.830375,10.124961
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q32,7,2026-09-13T21:35:44.262431+00:00,200,True,,64,200,0.9317,19.762651,18.830951,10.1201
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q2,1,2026-09-13T21:35:44.256325+00:00,200,True,,64,200,0.938818,19.768816,18.829998,10.116944
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q24,7,2026-09-13T21:35:44.258894+00:00,200,True,,64,200,0.934458,19.766316,18.831858,10.118223
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q31,6,2026-09-13T21:35:44.259261+00:00,200,True,,67,200,0.933891,19.766559,18.832669,10.118099
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q21,4,2026-09-13T21:35:44.261707+00:00,200,True,,64,200,0.93316,19.764236,18.831076,10.119288
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q9,0,2026-09-13T21:35:44.263424+00:00,200,True,,65,200,0.931621,19.762655,18.831034,10.120098
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q12,3,2026-09-13T21:35:44.266963+00:00,200,True,,63,200,0.926255,19.759401,18.833146,10.121764
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q30,5,2026-09-13T21:35:44.268748+00:00,200,True,,72,200,0.925796,19.757772,18.831976,10.122599
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q23,6,2026-09-13T21:35:44.262159+00:00,200,True,,67,200,0.932846,19.764464,18.831618,10.119172
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q27,2,2026-09-13T21:35:44.263720+00:00,200,True,,64,200,0.929983,19.762986,18.833002,10.119928
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q17,0,2026-09-13T21:35:44.263557+00:00,200,True,,65,200,0.931532,19.763241,18.831709,10.119797
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q29,4,2026-09-13T21:35:44.265676+00:00,200,True,,64,200,0.928587,19.761207,18.83262,10.120839
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q1,0,2026-09-13T21:35:44.256195+00:00,200,True,,65,200,0.937395,19.770842,18.833447,10.115907
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q16,7,2026-09-13T21:35:44.257960+00:00,200,True,,64,200,0.936984,19.769414,18.83243,10.116638
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q25,0,2026-09-13T21:35:44.270352+00:00,200,True,,65,200,0.923499,19.757094,18.833595,10.122946
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q13,4,2026-09-13T21:35:44.269709+00:00,200,True,,64,200,0.924612,19.757814,18.833202,10.122577
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,32,3,c32-r3-q20,3,2026-09-13T21:35:44.265298+00:00,200,True,,63,200,0.928915,19.762307,18.833392,10.120276
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q1,0,2026-09-13T21:36:04.062599+00:00,200,True,,65,200,0.17208,23.977555,23.805475,8.341134
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q8,7,2026-09-13T21:36:04.083563+00:00,200,True,,64,200,1.640184,24.08929,22.449107,8.302445
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q24,7,2026-09-13T21:36:04.084988+00:00,200,True,,64,200,1.635931,24.087979,22.452048,8.302897
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q9,0,2026-09-13T21:36:04.068146+00:00,200,True,,65,200,1.652911,24.105042,22.45213,8.297019
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q14,5,2026-09-13T21:36:04.070111+00:00,200,True,,72,200,1.650208,24.10317,22.452961,8.297664
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q6,5,2026-09-13T21:36:04.072721+00:00,200,True,,72,200,1.647524,24.10074,22.453216,8.2985
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q36,3,2026-09-13T21:36:04.080441+00:00,200,True,,63,200,1.642228,24.093166,22.450939,8.301109
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q18,1,2026-09-13T21:36:04.071809+00:00,200,True,,64,200,1.650965,24.101997,22.451033,8.298067
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q22,5,2026-09-13T21:36:04.082975+00:00,200,True,,72,200,1.63894,24.09101,22.45207,8.301852
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q13,4,2026-09-13T21:36:04.064442+00:00,200,True,,64,200,1.658799,24.109697,22.450899,8.295417
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q42,1,2026-09-13T21:36:04.071660+00:00,200,True,,64,200,1.650469,24.102565,22.452096,8.297872
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q31,6,2026-09-13T21:36:04.081547+00:00,200,True,,67,200,1.640637,24.092817,22.452181,8.301229
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q49,0,2026-09-13T21:36:04.084304+00:00,200,True,,65,200,1.639675,24.090489,22.450814,8.302032
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q15,6,2026-09-13T21:36:04.068561+00:00,200,True,,67,200,1.653665,24.106331,22.452666,8.296576
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q29,4,2026-09-13T21:36:04.072579+00:00,200,True,,64,200,1.64861,24.102584,22.453973,8.297866
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q55,6,2026-09-13T21:36:04.077731+00:00,200,True,,67,200,1.643664,24.097854,22.45419,8.299494
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q58,1,2026-09-13T21:36:04.081445+00:00,200,True,,64,200,1.641263,24.094362,22.4531,8.300697
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q52,3,2026-09-13T21:36:04.083741+00:00,200,True,,63,200,1.637375,24.092212,22.454837,8.301438
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q56,7,2026-09-13T21:36:04.072379+00:00,200,True,,64,200,1.650597,24.103715,22.453118,8.297476
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q37,4,2026-09-13T21:36:04.075629+00:00,200,True,,64,200,1.648817,24.100665,22.451847,8.298526
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q33,0,2026-09-13T21:36:04.069160+00:00,200,True,,65,200,1.652786,24.107285,22.454498,8.296248
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q44,3,2026-09-13T21:36:04.071445+00:00,200,True,,63,200,1.652799,24.105185,22.452386,8.29697
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q27,2,2026-09-13T21:36:04.085660+00:00,200,True,,64,200,1.635337,24.091072,22.455735,8.301831
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q45,4,2026-09-13T21:36:04.071474+00:00,200,True,,64,200,1.651443,24.105355,22.453912,8.296912
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q19,2,2026-09-13T21:36:04.071945+00:00,200,True,,64,200,1.650426,24.104986,22.45456,8.297039
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q3,2,2026-09-13T21:36:04.063098+00:00,200,True,,64,200,1.659409,24.113927,22.454517,8.293962
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q10,1,2026-09-13T21:36:04.073440+00:00,200,True,,64,200,1.649884,24.104042,22.454157,8.297364
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q40,7,2026-09-13T21:36:04.075796+00:00,200,True,,64,200,1.647357,24.101792,22.454435,8.298138
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q54,5,2026-09-13T21:36:04.077444+00:00,200,True,,72,200,1.64676,24.100369,22.453609,8.298628
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q60,3,2026-09-13T21:36:04.082324+00:00,200,True,,63,200,1.638627,24.095592,22.456965,8.300273
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q48,7,2026-09-13T21:36:04.086161+00:00,200,True,,64,200,1.635141,24.091849,22.456708,8.301563
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q38,5,2026-09-13T21:36:04.075429+00:00,200,True,,72,200,1.648699,24.102681,22.453982,8.297832
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q50,1,2026-09-13T21:36:04.077105+00:00,200,True,,64,200,1.644381,24.101248,22.456867,8.298326
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q34,1,2026-09-13T21:36:04.069636+00:00,200,True,,64,200,1.652135,24.108812,22.456677,8.295722
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q7,6,2026-09-13T21:36:04.082598+00:00,200,True,,67,200,1.639988,24.096027,22.456039,8.300124
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q39,6,2026-09-13T21:36:04.071495+00:00,200,True,,67,200,1.650373,24.107242,22.456868,8.296262
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q59,2,2026-09-13T21:36:04.077388+00:00,200,True,,64,200,1.64434,24.101451,22.457111,8.298256
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q26,1,2026-09-13T21:36:04.082112+00:00,200,True,,64,200,1.640974,24.096838,22.455864,8.299844
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q57,0,2026-09-13T21:36:04.086000+00:00,200,True,,65,200,1.635991,24.092992,22.457,8.301169
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q12,3,2026-09-13T21:36:04.063202+00:00,200,True,,63,200,1.658867,24.115942,22.457075,8.293269
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q21,4,2026-09-13T21:36:04.084654+00:00,200,True,,64,200,1.636921,24.094554,22.457634,8.300631
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q46,5,2026-09-13T21:36:04.067764+00:00,200,True,,72,200,1.656635,24.111687,22.455052,8.294733
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q28,3,2026-09-13T21:36:04.065930+00:00,200,True,,63,200,1.657648,24.113601,22.455953,8.294074
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q4,3,2026-09-13T21:36:04.067984+00:00,200,True,,63,200,1.654325,24.111619,22.457293,8.294756
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q35,2,2026-09-13T21:36:04.066158+00:00,200,True,,64,200,1.658327,24.113547,22.455219,8.294093
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q30,5,2026-09-13T21:36:04.074428+00:00,200,True,,72,200,1.646804,24.105362,22.458558,8.296909
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q2,1,2026-09-13T21:36:04.078168+00:00,200,True,,64,200,1.642401,24.101823,22.459422,8.298128
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q25,0,2026-09-13T21:36:04.080726+00:00,200,True,,65,200,1.64012,24.099387,22.459267,8.298966
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q43,2,2026-09-13T21:36:04.085764+00:00,200,True,,64,200,1.634994,24.094452,22.459459,8.300666
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q51,2,2026-09-13T21:36:04.083343+00:00,200,True,,64,200,1.638336,24.09706,22.458724,8.299768
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q23,6,2026-09-13T21:36:04.084737+00:00,200,True,,67,200,1.638305,24.095875,22.45757,8.300176
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q11,2,2026-09-13T21:36:04.082393+00:00,200,True,,64,200,1.639872,24.098343,22.458471,8.299326
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q20,3,2026-09-13T21:36:04.080484+00:00,200,True,,63,200,1.643579,24.100533,22.456954,8.298572
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q32,7,2026-09-13T21:36:04.082949+00:00,200,True,,64,200,1.63948,24.098244,22.458764,8.29936
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q47,6,2026-09-13T21:36:04.072944+00:00,200,True,,67,200,1.649873,24.108368,22.458494,8.295875
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q41,0,2026-09-13T21:36:04.078476+00:00,200,True,,65,200,1.645846,24.102924,22.457078,8.297748
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q16,7,2026-09-13T21:36:04.065664+00:00,200,True,,64,200,1.655004,24.116056,22.461052,8.29323
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q5,4,2026-09-13T21:36:04.072759+00:00,200,True,,64,200,1.650649,24.109068,22.458419,8.295634
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q17,0,2026-09-13T21:36:04.066219+00:00,200,True,,65,200,1.655821,24.115732,22.459911,8.293341
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,1,c60-r1-q53,4,2026-09-13T21:36:04.081143+00:00,200,True,,64,200,1.639307,24.101177,22.46187,8.29835
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q47,2,2026-09-13T21:36:28.200029+00:00,200,True,,64,200,0.138906,23.932014,23.793108,8.357007
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q11,6,2026-09-13T21:36:28.193731+00:00,200,True,,67,200,1.630338,24.051062,22.420724,8.315641
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q56,3,2026-09-13T21:36:28.197447+00:00,200,True,,63,200,1.626721,24.047907,22.421186,8.316732
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q10,5,2026-09-13T21:36:28.198115+00:00,200,True,,72,200,1.627484,24.047461,22.419977,8.316886
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q48,3,2026-09-13T21:36:28.212031+00:00,200,True,,63,200,1.612922,24.033935,22.421013,8.321567
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q16,3,2026-09-13T21:36:28.194038+00:00,200,True,,63,200,1.629607,24.052112,22.422505,8.315278
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q28,7,2026-09-13T21:36:28.207983+00:00,200,True,,64,200,1.619035,24.038283,22.419248,8.320062
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q21,0,2026-09-13T21:36:28.202574+00:00,200,True,,65,200,1.623643,24.043792,22.420149,8.318155
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q23,2,2026-09-13T21:36:28.195355+00:00,200,True,,64,200,1.629863,24.051199,22.421336,8.315594
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q49,4,2026-09-13T21:36:28.220945+00:00,200,True,,64,200,1.603952,24.025687,22.421736,8.324424
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q60,7,2026-09-13T21:36:28.212804+00:00,200,True,,64,200,1.612192,24.033938,22.421746,8.321566
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q6,1,2026-09-13T21:36:28.193144+00:00,200,True,,64,200,1.633971,24.053689,22.419718,8.314733
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q43,6,2026-09-13T21:36:28.199468+00:00,200,True,,67,200,1.62623,24.047463,22.421233,8.316886
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q39,2,2026-09-13T21:36:28.208275+00:00,200,True,,64,200,1.618164,24.038853,22.42069,8.319864
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q1,4,2026-09-13T21:36:28.192831+00:00,200,True,,64,200,1.631781,24.054434,22.422653,8.314475
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q22,1,2026-09-13T21:36:28.207889+00:00,200,True,,64,200,1.619055,24.039457,22.420402,8.319656
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q12,7,2026-09-13T21:36:28.218879+00:00,200,True,,64,200,1.607044,24.028782,22.421738,8.323351
vanilla_qwen3.8_27b_tp4_no_spec_20260913T213109Z,vllm-0.20.1-vanilla-target-tp4,Qwen/Qwen3.8-27B,4,4,0,0,60,2,c60-r2-q4,7,2026-09-13T21:36:28.193225+00:00,200,True,,64,200,1.633283,24.054575,22.421292,8.314427
